5	9
1	293
2	293
16	293
1	10
5	10
1	10
5	10
5	13
1	19
5	19
7	10
5	18
17	18
5	3
8	3
6	13
1	44
5	44
18	44
8	3
7	4
5	11
14	11
6	3
8	3
8	13
8	10
6	31
8	31
4	39
5	39
3	22
4	22
12	22
3	82
4	82
4	4
8	4
8	75
6	169
8	169
5	77
12	77
4	82
5	82
5	31
12	31
1	119
8	119
14	119
17	119
8	58
8	69
7	24
11	23
1	91
2	91
15	91
16	91
5	38
11	38
8	44
8	40
8	283
8	82
8	33
17	33
6	89
8	89
10	89
8	4
14	4
7	35
7	27
18	38
8	70
17	70
5	67
14	67
6	50
8	50
16	50
5	115
8	115
8	72
1	171
8	171
17	171
5	90
8	90
6	34
10	34
16	34
10	147
13	147
16	147
2	227
5	227
8	227
6	44
10	44
16	44
10	131
16	131
8	79
5	115
13	115
16	115
5	162
14	162
8	153
18	88
8	82
14	82
5	116
8	46
1	100
11	100
15	100
16	100
11	5
11	12
1	6
11	6
11	13
5	103
11	36
15	36
16	36
11	46
11	65
10	86
16	86
11	48
11	54
8	77
7	1
8	219
16	219
1	107
2	107
1	134
14	134
16	134
1	34
2	34
11	27
11	100
13	100
16	100
5	49
1	169
16	169
1	157
16	157
1	50
8	50
5	69
17	69
5	44
1	87
16	87
5	321
14	321
17	321
8	155
17	155
10	16
15	16
16	16
5	164
8	164
14	164
8	91
14	44
5	13
8	13
8	79
16	79
8	40
8	10
8	102
8	392
15	392
5	251
14	251
5	15
7	10
5	53
14	53
8	19
8	24
14	24
12	137
14	137
11	6
8	70
8	101
5	104
14	104
3	220
4	220
12	220
5	79
8	1
5	51
8	51
8	72
8	13
14	13
5	87
8	87
8	58
14	58
8	82
16	82
5	16
5	29
17	29
5	129
6	129
9	129
1	86
2	86
8	86
14	86
5	54
5	58
5	34
8	34
8	76
14	76
5	16
4	14
8	14
8	63
14	63
5	45
15	45
8	81
1	128
5	128
18	128
8	24
14	24
5	39
8	39
14	39
5	180
14	180
8	15
14	15
5	27
8	137
8	78
14	78
5	59
8	59
5	31
14	31
5	164
14	164
1	7
5	7
8	7
8	63
14	63
8	58
16	58
8	267
16	267
1	39
16	39
8	92
17	92
5	16
5	119
5	102
14	102
1	316
14	316
16	316
5	51
14	51
7	5
8	124
1	180
14	180
16	180
1	39
16	39
8	24
6	57
16	57
1	96
2	96
4	96
9	96
15	96
5	128
7	4
15	21
16	21
1	11
6	54
8	54
15	46
1	44
16	44
8	115
5	149
5	29
14	29
5	32
14	32
7	9
11	11
2	52
4	52
1	42
2	42
13	42
15	42
8	151
16	151
6	57
10	57
13	57
16	57
1	41
15	41
16	41
8	49
16	17
11	32
1	64
6	64
13	64
5	21
6	43
16	43
5	18
8	18
16	18
5	91
1	47
8	47
5	7
8	7
8	189
5	11
5	52
13	52
1	124
11	124
15	124
8	55
5	65
8	65
6	126
8	126
5	137
8	137
6	27
8	27
16	27
1	31
16	31
2	11
4	11
8	11
1	41
13	41
16	41
11	20
5	26
12	26
1	14
11	14
15	14
5	72
14	72
2	41
15	41
16	41
8	97
13	97
16	97
8	264
1	143
2	143
15	143
16	143
16	18
8	13
14	13
7	10
6	10
16	10
1	28
5	28
12	28
1	47
5	37
8	48
8	47
5	170
5	31
5	55
8	8
8	39
16	39
8	67
14	67
5	34
1	39
2	39
15	39
1	11
4	11
8	23
5	24
4	13
5	13
8	101
11	43
15	120
16	120
1	116
2	116
15	116
5	100
14	100
5	111
8	111
4	31
5	31
5	69
1	208
2	208
5	208
14	208
5	87
8	65
1	28
5	28
2	27
4	27
1	87
6	87
15	87
5	10
1	59
5	59
8	68
5	192
5	12
13	12
14	12
5	56
5	54
6	54
11	54
1	12
1	26
2	26
4	26
15	26
1	89
2	89
5	89
1	209
5	209
8	209
5	57
4	18
5	18
5	76
5	170
14	170
16	170
1	201
2	201
6	201
8	201
3	101
4	101
1	344
2	344
13	344
11	49
16	49
5	43
3	112
5	112
16	112
5	70
8	70
5	37
5	162
5	163
9	163
14	163
15	163
5	93
11	55
5	62
4	25
5	25
18	25
4	64
8	64
4	73
8	73
3	129
4	129
12	129
4	178
5	178
12	178
5	148
3	81
4	81
12	81
8	106
14	106
3	26
4	26
5	26
4	300
8	300
9	300
15	300
11	19
5	85
1	32
3	32
4	32
15	32
16	32
17	32
8	219
5	121
8	97
15	97
8	40
16	40
5	93
17	93
1	153
2	153
3	174
4	174
12	174
5	171
15	67
1	216
5	216
18	216
11	99
11	5
11	6
11	5
8	79
16	79
11	14
11	53
11	4
11	162
11	46
15	46
11	22
11	9
11	121
11	85
1	117
2	117
15	117
5	80
8	80
1	63
2	63
15	63
5	170
12	170
14	170
1	66
11	66
1	16
11	16
8	16
1	145
1	48
5	48
2	27
4	27
8	27
8	90
8	24
8	27
8	28
8	74
8	148
14	148
2	71
8	27
2	85
4	85
14	85
16	52
8	48
8	64
8	67
5	133
8	133
18	108
8	221
17	221
1	158
2	158
9	158
3	126
4	126
12	126
15	194
17	194
8	250
5	160
4	95
5	95
5	104
14	104
13	179
16	179
1	116
2	116
5	116
11	116
15	116
11	239
14	239
16	239
1	251
5	251
12	251
1	209
6	209
8	209
1	170
8	170
17	170
3	66
5	66
8	69
8	124
17	124
8	276
13	276
8	116
8	157
5	241
6	241
1	301
15	301
16	301
8	251
8	239
14	239
16	127
8	165
17	165
1	131
2	131
16	131
8	72
14	72
11	206
1	89
2	89
5	89
11	89
5	280
14	280
18	182
5	350
15	350
8	136
17	136
2	50
3	50
15	50
16	50
1	66
8	66
14	66
5	200
11	200
5	191
8	191
12	191
1	84
2	84
5	84
12	84
16	84
1	331
2	331
5	206
17	206
8	92
8	134
14	134
8	114
12	114
17	114
8	212
5	290
14	290
11	120
14	120
16	171
11	111
1	297
8	297
17	297
5	66
14	66
8	74
1	365
2	365
15	365
8	136
16	136
8	44
4	109
5	109
1	166
16	166
1	161
2	161
15	161
1	244
2	244
15	244
1	171
2	171
15	171
8	182
16	182
1	199
2	199
15	199
1	142
2	142
5	142
6	142
1	101
5	101
18	101
1	124
1	280
11	280
1	217
5	217
15	217
17	217
5	45
8	45
8	384
14	384
5	256
6	150
8	150
15	150
1	174
2	174
6	174
3	156
5	156
1	128
14	128
17	128
5	117
4	132
5	132
1	48
8	48
16	48
1	240
8	240
16	240
17	240
8	124
14	124
1	5
2	5
4	5
5	160
6	160
5	130
5	293
1	197
15	197
5	46
1	158
2	158
15	158
16	158
8	26
14	26
1	62
2	62
6	62
5	172
14	172
5	16
14	16
1	303
2	303
5	303
15	303
6	23
8	9
14	9
5	5
5	5
1	18
1	2
6	2
5	7
8	2
7	2
5	2
8	2
8	1
8	95
14	95
8	1
5	16
8	16
5	7
8	7
10	14
13	14
16	14
1	11
2	11
16	11
8	23
14	23
8	7
8	4
7	3
8	4
2	246
4	246
8	246
12	246
8	1
5	2
5	6
8	3
8	5
16	5
8	1
8	6
8	3
8	6
8	1
8	171
14	171
17	171
8	4
7	4
8	2
5	5
8	5
8	2
8	11
4	10
5	10
9	10
5	9
8	4
5	1
8	1
8	198
14	1
8	1
8	2
8	1
8	5
8	2
8	5
8	4
8	1
5	1
8	259
13	259
15	259
16	259
8	2
5	3
8	1
14	5
8	2
8	6
5	3
14	3
17	3
1	2
8	2
8	105
5	2
5	3
1	2
7	1
1	1
1	2
8	2
7	1
8	1
3	5
8	6
8	4
8	171
8	3
16	3
5	2
11	2
1	3
0	1
5	2
8	10
5	7
5	4
14	4
7	5
14	7
4	19
5	19
8	6
8	8
8	4
2	6
4	6
8	3
5	5
14	5
15	6
14	3
8	6
8	3
4	50
5	50
6	2
8	3
8	5
1	9
16	9
14	7
8	6
8	5
8	5
8	2
16	7
8	183
14	183
2	61
4	61
8	10
14	10
8	18
8	4
5	4
8	4
5	13
8	6
8	5
14	5
1	20
5	3
3	7
4	7
2	72
4	72
9	72
15	72
8	4
2	28
15	28
3	6
4	6
1	8
1	1
1	9
4	9
1	5
15	5
8	2
8	3
1	16
15	16
2	57
4	57
12	57
5	3
8	11
10	4
16	4
8	4
17	4
5	3
8	3
14	3
5	10
8	10
5	8
8	8
8	5
5	12
8	4
14	4
12	222
8	3
16	5
8	3
1	2
8	2
14	10
5	7
8	2
14	2
5	9
8	5
6	8
8	8
1	243
16	243
8	5
8	7
14	7
8	5
8	4
4	19
5	19
13	19
8	4
5	15
8	1
8	3
8	8
1	65
15	65
16	65
2	2
14	2
16	15
5	1
13	1
6	1
8	1
18	6
18	2
5	7
8	7
5	1
8	1
5	1
12	1
14	1
12	7
8	10
5	1
8	1
5	1
6	7
8	7
14	7
5	3
8	3
5	3
8	3
8	6
8	2
8	6
2	12
4	12
1	185
16	185
3	5
4	5
16	9
5	2
15	2
4	9
8	9
5	6
14	6
5	8
8	8
10	1
11	2
16	2
1	18
6	18
8	18
5	8
1	128
2	128
2	11
4	11
5	11
8	2
7	1
1	12
8	12
14	12
1	3
5	3
8	4
14	4
17	4
8	1
5	5
14	5
8	4
5	5
8	23
5	3
1	2
8	2
16	2
5	1
14	1
5	1
8	5
5	5
6	5
7	2
5	1
5	4
8	293
5	157
8	157
5	2
17	5
5	2
14	2
2	10
4	10
5	3
6	1
8	1
8	3
5	1
8	3
16	3
5	5
2	326
4	326
5	326
6	1
5	5
8	6
5	3
8	7
2	1
14	1
8	3
8	5
8	12
6	2
8	2
5	82
15	82
11	1
5	4
14	4
16	7
1	2
2	2
8	8
5	1
14	1
8	1
14	1
16	1
5	7
8	3
17	5
5	247
8	5
2	7
4	7
8	2
8	1
5	6
6	6
8	4
8	1
5	4
8	3
8	4
5	174
2	10
4	10
8	2
8	2
8	1
5	3
8	4
14	4
8	1
7	2
1	1
16	1
16	2
12	98
14	98
5	2
8	2
1	3
13	4
16	4
8	2
2	5
4	5
1	2
8	2
16	2
5	1
8	1
8	7
1	1
8	1
16	1
6	148
16	148
6	4
7	1
8	1
7	1
14	1
8	1
8	1
8	1
5	1
5	1
14	1
5	1
8	1
8	127
17	127
5	1
8	1
8	1
11	2
17	1
8	1
9	1
8	1
8	2
16	1
5	60
14	1
13	1
10	1
8	1
8	1
7	2
1	1
6	1
8	1
18	1
5	2
8	2
5	4
13	101
16	101
8	2
8	6
8	5
5	1
7	2
1	1
16	1
1	1
15	1
16	1
1	5
8	5
6	6
16	6
8	1
5	39
14	39
8	69
5	4
16	1
8	3
8	1
6	1
10	1
16	1
5	4
6	1
8	3
2	4
4	4
8	4
5	3
1	220
14	220
1	3
6	3
14	3
5	2
14	4
1	1
8	1
5	1
8	1
1	10
2	10
4	10
9	10
8	1
14	2
1	1
6	1
8	1
8	106
5	9
16	1
5	3
8	3
16	1
11	1
16	1
5	1
8	1
5	1
8	1
8	4
7	2
5	92
8	1
5	2
8	2
17	1
5	1
8	1
8	1
8	1
8	1
8	1
6	1
8	1
8	3
1	151
2	151
15	151
16	151
8	1
7	1
8	2
8	4
5	2
8	1
1	2
8	2
5	1
6	1
8	1
8	1
5	1
7	1
8	64
8	1
8	1
16	1
14	3
8	1
5	1
5	1
14	1
5	2
14	2
1	1
8	1
8	3
5	1
8	58
8	1
8	1
8	2
14	2
8	1
17	1
5	4
8	1
8	1
8	1
5	1
6	1
8	1
13	1
5	67
5	1
16	1
8	1
8	2
1	1
16	1
8	1
8	1
8	1
8	1
8	1
14	1
16	1
5	316
8	1
14	1
5	1
8	1
3	118
5	118
1	92
5	92
6	92
11	92
16	92
5	121
8	121
14	121
5	65
15	65
1	367
2	367
8	367
14	367
15	367
17	367
1	324
2	324
5	324
14	324
1	420
2	420
15	208
1	284
15	284
16	284
17	284
1	137
18	137
8	125
15	221
8	10
8	221
17	221
1	507
2	507
14	507
15	507
17	507
6	226
8	226
1	291
11	291
15	291
16	291
5	26
8	26
14	26
8	9
11	4
5	76
8	76
14	76
1	31
2	33
4	33
8	33
5	69
5	84
14	84
8	10
5	37
14	37
8	2
11	2
5	39
14	39
5	14
14	14
5	13
8	13
11	3
16	3
5	47
8	47
1	336
16	336
5	66
4	10
5	86
5	10
8	46
14	46
4	21
5	21
5	36
14	36
1	31
15	31
1	9
8	5
4	219
5	219
8	219
1	68
5	68
17	68
11	26
16	26
5	16
1	40
2	40
6	40
16	40
1	9
8	9
17	9
5	8
5	27
13	27
1	50
6	50
8	50
8	9
1	31
8	31
1	43
8	43
13	43
5	110
14	110
1	45
7	18
2	18
4	18
7	56
7	1
8	112
14	112
11	21
8	3
5	25
5	40
1	261
2	261
15	261
2	93
3	93
4	93
5	93
9	93
5	22
14	22
8	4
6	82
10	82
16	82
5	49
1	83
15	83
16	83
2	80
1	57
2	57
16	57
2	13
4	13
1	34
2	34
5	176
14	176
1	1
13	1
16	1
1	91
2	91
15	91
16	91
4	22
8	22
9	22
1	49
11	25
16	25
5	15
12	15
14	15
5	26
14	26
8	25
1	4
11	4
16	4
11	18
15	18
1	53
8	53
18	53
1	48
16	48
4	27
5	27
8	27
4	30
5	30
6	42
5	176
8	44
14	44
7	55
8	55
10	9
16	9
1	53
14	53
5	58
7	4
8	4
8	1
16	1
5	14
11	14
5	16
11	16
1	66
8	66
13	66
14	66
16	66
5	36
8	36
7	1
11	3
5	15
11	15
8	150
11	16
16	16
11	3
2	18
4	18
5	18
8	24
5	86
8	21
5	119
14	119
8	6
8	5
5	24
14	24
8	138
14	9
5	75
14	42
5	81
14	81
8	39
8	53
14	53
1	47
5	47
2	52
14	52
4	33
5	33
13	33
1	136
16	136
17	136
5	213
14	213
8	59
1	45
5	45
8	34
8	13
7	7
11	13
14	53
16	53
8	64
8	15
14	13
10	275
15	275
1	43
2	43
8	6
17	6
4	53
5	53
9	53
5	14
4	19
5	19
11	106
16	106
8	44
1	2
2	2
15	2
8	58
8	9
8	299
5	95
14	95
16	95
8	42
5	12
5	42
6	42
13	42
16	42
8	18
14	18
5	20
8	20
8	27
14	27
8	21
14	21
5	2
5	20
8	13
4	143
5	143
12	143
8	4
6	4
8	4
1	9
16	9
5	2
6	11
8	11
13	11
16	11
8	13
1	18
15	18
16	18
1	7
8	7
16	7
14	8
2	96
15	96
1	104
6	104
14	104
8	5
8	46
14	46
18	34
8	58
2	85
8	85
15	34
16	34
5	101
8	6
8	104
11	104
4	40
5	40
5	112
8	112
1	80
2	80
16	80
15	57
16	57
4	40
5	40
8	21
8	68
8	7
17	7
5	32
8	32
14	32
8	37
5	25
14	25
8	60
16	60
4	137
5	137
5	32
5	46
8	46
8	45
16	40
5	43
8	43
17	43
5	40
13	40
14	40
16	40
3	61
4	61
2	17
14	17
5	48
14	48
8	71
14	71
3	219
4	219
5	219
12	219
8	30
2	39
4	39
9	39
5	45
5	22
8	22
7	11
8	49
14	49
8	46
5	2
8	14
5	64
1	295
7	117
5	179
16	179
5	63
8	63
5	128
6	128
8	243
14	243
17	243
10	138
13	138
12	125
14	125
5	64
14	64
5	68
14	68
10	65
10	52
14	52
16	52
5	81
14	81
5	50
14	50
16	50
1	67
2	67
8	59
13	60
5	56
2	59
5	59
8	231
5	68
1	152
2	152
14	152
17	152
8	62
6	86
8	86
16	86
1	583
2	583
14	583
15	583
17	583
2	31
4	31
3	123
4	123
12	123
5	57
17	57
8	39
6	122
8	122
13	68
16	68
8	90
8	98
8	215
8	121
8	81
14	81
17	81
18	81
1	121
8	121
18	121
2	173
17	173
5	57
8	57
14	57
13	72
16	72
5	180
14	180
1	201
8	201
17	201
5	63
5	91
8	91
14	91
8	89
2	80
8	91
2	124
17	124
8	120
17	120
5	35
8	35
5	164
8	164
5	46
10	73
13	73
1	124
2	124
8	124
8	195
8	121
17	121
8	93
1	128
16	128
2	80
8	129
14	129
14	22
13	15
8	13
5	54
14	54
8	10
8	30
3	66
4	66
12	66
4	44
5	44
1	104
8	104
16	104
1	43
1	49
2	49
3	51
4	51
12	51
14	51
8	21
12	21
6	71
8	71
14	71
5	12
14	12
1	254
16	254
6	41
4	12
9	12
8	92
14	92
17	92
6	149
8	149
14	149
16	149
1	151
16	151
11	24
15	45
8	63
14	63
1	102
2	102
8	10
18	12
8	17
12	17
8	70
9	70
16	70
8	137
11	137
6	394
8	394
2	22
4	22
5	22
9	22
14	22
15	22
8	59
11	59
1	48
2	48
18	48
11	29
5	27
11	27
11	22
16	22
1	179
2	179
16	179
11	35
1	230
14	230
16	230
8	67
11	67
8	40
18	50
5	28
16	28
1	29
16	29
11	33
15	33
16	33
13	15
14	15
16	15
5	44
18	44
1	93
2	93
6	93
5	41
15	41
1	92
15	92
5	19
8	175
5	32
14	32
8	59
16	59
8	168
14	168
6	37
16	37
4	79
8	79
5	39
1	34
8	14
13	14
3	202
4	202
12	202
18	43
8	83
1	18
11	18
15	18
8	178
16	178
13	9
16	9
17	12
8	5
14	5
16	64
3	127
4	127
12	127
1	206
16	206
5	4
8	4
1	1
8	26
8	64
4	2
2	20
17	20
12	50
14	50
13	209
16	209
5	81
12	31
8	66
14	66
16	66
13	30
14	30
16	30
5	60
8	59
12	41
6	40
10	40
13	40
8	34
5	27
8	51
16	59
11	64
15	64
8	18
8	18
8	64
16	64
1	127
2	127
15	127
8	43
18	11
2	39
4	39
15	295
16	295
8	25
8	34
8	23
8	41
16	41
5	9
8	9
5	21
12	21
14	26
8	12
12	18
3	75
4	75
2	256
8	256
18	256
5	8
5	34
17	34
8	28
7	4
8	32
16	32
16	44
1	12
15	12
16	12
1	49
13	27
16	27
8	35
16	35
8	390
16	390
8	22
8	8
1	20
2	20
16	20
16	15
16	44
8	22
16	23
16	4
5	86
14	86
3	32
4	32
12	32
3	172
4	172
12	172
8	33
14	33
6	25
5	4
16	4
2	66
3	66
4	66
5	66
12	66
8	7
5	31
4	14
5	14
5	16
5	16
5	10
